SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,FISCAL_YEAR,PERIOD,METRIC,VALUE,SN
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,14730.260150684917,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,814.3966664182662,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,2627.9212345890555,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-172623.89050684933,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-258502.99342204636,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-2364.1304347825935,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,221182.92778161482,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,123362.70902717387,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,83678.51295195974,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,103333.33333333334,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,32890.220866927586,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-13291.95749999996,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-16225.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-6904.470000000001,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,76038.35341666665,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,17961.85955750002,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,193801.83967442764,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,34294.5895,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,248850.30724345555,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,476946.7364178832,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-646280.8900000025,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-39638.27760000009,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-14095.647317364492,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-700014.8149173671,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-94252.90086161965,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,-94252.90086161965,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,657600.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,60000.0,
Business Promotion,,Others,LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,540152.8372061655,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_ASHWIN_1ST_QTR_2082,VARIANCE,1257752.8372061655,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,KARTIK_2082,BUDGET,460200.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,KARTIK_2082,BUDGET,392349.12701365264,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,KARTIK_2082,BUDGET,105600.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,KARTIK_2082,BUDGET,38203.488000000005,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,KARTIK_2082,BUDGET,50000.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,KARTIK_2082,BUDGET,1046352.6150136526,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,KARTIK_2082,BUDGET,64685.0,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,KARTIK_2082,BUDGET,162000.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,KARTIK_2082,BUDGET,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,KARTIK_2082,BUDGET,526685.0,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,KARTIK_2082,BUDGET,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,KARTIK_2082,BUDGET,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,KARTIK_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,KARTIK_2082,BUDGET,51100.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,KARTIK_2082,BUDGET,51100.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,KARTIK_2082,BUDGET,110000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,KARTIK_2082,BUDGET,53235.61946902656,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,KARTIK_2082,BUDGET,42831.858666666674,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,KARTIK_2082,BUDGET,11131.386861313833,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,KARTIK_2082,BUDGET,915721.3235294117,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,KARTIK_2082,BUDGET,207754.42477876108,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,KARTIK_2082,BUDGET,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,KARTIK_2082,BUDGET,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,KARTIK_2082,BUDGET,5163.222054796601,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,KARTIK_2082,BUDGET,31195.958333333332,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,KARTIK_2082,BUDGET,3065.831083333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,KARTIK_2082,BUDGET,27289.672375,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,KARTIK_2082,BUDGET,17500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,KARTIK_2082,BUDGET,1436555.9638183098,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,KARTIK_2082,BUDGET,72500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,KARTIK_2082,BUDGET,235758.448625,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,KARTIK_2082,BUDGET,103314.79112499999,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,KARTIK_2082,BUDGET,1848129.2035683098,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,KARTIK_2082,BUDGET,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,KARTIK_2082,BUDGET,81666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,KARTIK_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,KARTIK_2082,BUDGET,82374.10083333333,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,KARTIK_2082,BUDGET,120978.43083333335,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,KARTIK_2082,BUDGET,70591.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,KARTIK_2082,BUDGET,34886.25,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,KARTIK_2082,BUDGET,40631.22891666667,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,KARTIK_2082,BUDGET,53236.76318583334,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,KARTIK_2082,BUDGET,484364.94043583336,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,KARTIK_2082,BUDGET,45286.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,KARTIK_2082,BUDGET,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,KARTIK_2082,BUDGET,167380.08283333335,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,KARTIK_2082,BUDGET,1019013.0031025,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,KARTIK_2082,BUDGET,3968233.5219999994,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,KARTIK_2082,BUDGET,119047.00565999998,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,KARTIK_2082,BUDGET,68258.11373772477,
Human Resource Cost,,Subtotal (H),LINE,2082/83,KARTIK_2082,BUDGET,4155538.641397724,
Financial Overhead,,Bank Charges,LINE,2082/83,KARTIK_2082,BUDGET,33542.019525,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,KARTIK_2082,BUDGET,33542.019525,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,KARTIK_2082,BUDGET,219200.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,KARTIK_2082,BUDGET,40000.0,
Business Promotion,,Others,LINE,2082/83,KARTIK_2082,BUDGET,343577.61822921626,
Business Promotion,,Subtotal (J),LINE,2082/83,KARTIK_2082,BUDGET,602777.6182292162,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,KARTIK_2082,ACTUAL,443245.2618757647,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,KARTIK_2082,ACTUAL,82342.4,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,KARTIK_2082,ACTUAL,8503.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,KARTIK_2082,ACTUAL,50958.904109589035,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,KARTIK_2082,ACTUAL,585049.5659853538,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,KARTIK_2082,ACTUAL,63278.80434782608,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,KARTIK_2082,ACTUAL,25305.06,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,KARTIK_2082,ACTUAL,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,KARTIK_2082,ACTUAL,388583.8643478261,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,KARTIK_2082,ACTUAL,43386.79245283019,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,KARTIK_2082,ACTUAL,43386.79245283019,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,KARTIK_2082,ACTUAL,133287.1714249136,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,KARTIK_2082,ACTUAL,46975.39102777778,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,KARTIK_2082,ACTUAL,38938.05309734514,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,KARTIK_2082,ACTUAL,11282.956768298223,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,KARTIK_2082,ACTUAL,915721.3235294117,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,KARTIK_2082,ACTUAL,200785.90191705964,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,KARTIK_2082,ACTUAL,12500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,KARTIK_2082,ACTUAL,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,KARTIK_2082,ACTUAL,16476.712328767124,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,KARTIK_2082,ACTUAL,26285.87161643836,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,KARTIK_2082,ACTUAL,2721.4308724832217,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,KARTIK_2082,ACTUAL,25561.64383561644,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,KARTIK_2082,ACTUAL,68070.75505479451,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,KARTIK_2082,ACTUAL,1500273.8781395725,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,KARTIK_2082,ACTUAL,70923.91304347826,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,KARTIK_2082,ACTUAL,162030.8060311284,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,65539.92173913043,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,KARTIK_2082,ACTUAL,1798768.5189533096,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,KARTIK_2082,ACTUAL,70000.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,71114.26426125244,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,122237.5,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,76000.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,KARTIK_2082,ACTUAL,37495.92,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,KARTIK_2082,ACTUAL,37500.0,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,KARTIK_2082,ACTUAL,56126.06,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,KARTIK_2082,ACTUAL,470473.7442612524,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,KARTIK_2082,ACTUAL,86925.0,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,KARTIK_2082,ACTUAL,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,103347.17708551482,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,KARTIK_2082,ACTUAL,982726.9213467673,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,KARTIK_2082,ACTUAL,4053197.4799999995,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,KARTIK_2082,ACTUAL,12289.95,
Human Resource Cost,,Subtotal (H),LINE,2082/83,KARTIK_2082,ACTUAL,4065487.4299999997,
Financial Overhead,,Bank Charges,LINE,2082/83,KARTIK_2082,ACTUAL,5000.0,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,KARTIK_2082,ACTUAL,5000.0,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,KARTIK_2082,ACTUAL,0.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,KARTIK_2082,ACTUAL,0.0,
Business Promotion,,Others,LINE,2082/83,KARTIK_2082,ACTUAL,1555200.0,
Business Promotion,,Subtotal (J),LINE,2082/83,KARTIK_2082,ACTUAL,1555200.0,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,KARTIK_2082,VARIANCE,460200.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,KARTIK_2082,VARIANCE,-50896.134862112056,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,KARTIK_2082,VARIANCE,23257.600000000006,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,KARTIK_2082,VARIANCE,29700.488000000005,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,KARTIK_2082,VARIANCE,-958.9041095890352,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,KARTIK_2082,VARIANCE,461303.04902829893,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,KARTIK_2082,VARIANCE,1406.1956521739194,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,KARTIK_2082,VARIANCE,136694.94,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,KARTIK_2082,VARIANCE,138101.13565217392,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,KARTIK_2082,VARIANCE,7713.207547169812,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,KARTIK_2082,VARIANCE,7713.207547169812,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,KARTIK_2082,VARIANCE,-23287.1714249136,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,KARTIK_2082,VARIANCE,6260.228441248779,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,KARTIK_2082,VARIANCE,3893.8055693215356,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,KARTIK_2082,VARIANCE,-151.5699069843904,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,KARTIK_2082,VARIANCE,6968.522861701436,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,KARTIK_2082,VARIANCE,-2500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,KARTIK_2082,VARIANCE,-11313.490273970523,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,KARTIK_2082,VARIANCE,4910.0867168949735,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,KARTIK_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,KARTIK_2082,VARIANCE,344.4002108501122,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,KARTIK_2082,VARIANCE,1728.0285393835584,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,KARTIK_2082,VARIANCE,-50570.755054794514,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,KARTIK_2082,VARIANCE,-63717.91432126263,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,KARTIK_2082,VARIANCE,1576.0869565217436,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,KARTIK_2082,VARIANCE,73727.6425938716,
